Time (ms),Road Width (m)
0.0,5.910750000000001
33.333333333333336,5.910750000000001
66.66666666666667,5.910750000000001
100.0,5.910750000000001
133.33333333333334,5.910750000000001
166.66666666666666,5.910750000000001
200.0,5.910750000000001
233.33333333333334,5.910750000000001
266.6666666666667,5.910750000000001
300.0,5.910750000000001
333.3333333333333,5.910750000000001
366.66666666666663,5.910750000000001
400.0,5.910750000000001
433.33333333333337,5.910750000000001
466.6666666666667,5.910750000000001
500.0,5.910750000000001
533.3333333333334,5.910750000000001
566.6666666666666,5.910750000000001
600.0,5.910750000000001
633.3333333333333,5.910750000000001
666.6666666666666,5.910750000000001
700.0,5.910750000000001
733.3333333333333,5.910750000000001
766.6666666666666,5.910750000000001
800.0,5.910750000000001
833.3333333333334,5.910750000000001
866.6666666666667,5.910750000000001
900.0,5.910750000000001
933.3333333333334,5.910750000000001
966.6666666666666,5.910750000000001
1000.0,5.910750000000001
1033.3333333333333,5.910750000000001
1066.6666666666667,5.910750000000001
1100.0,5.910750000000001
1133.3333333333333,5.910750000000001
1166.6666666666667,5.910750000000001
1200.0,5.910750000000001
1233.3333333333335,5.910750000000001
1266.6666666666665,5.910750000000001
1300.0,5.910750000000001
1333.3333333333333,5.910750000000001
1366.6666666666667,5.910750000000001
1400.0,5.910750000000001
1433.3333333333333,5.910750000000001
1466.6666666666665,5.910750000000001
1500.0,5.910750000000001
1533.3333333333333,5.910750000000001
1566.6666666666667,5.910750000000001
1600.0,5.910750000000001
1633.3333333333333,5.910750000000001
1666.6666666666667,5.910750000000001
1700.0,5.910750000000001
1733.3333333333335,5.910750000000001
1766.6666666666665,5.910750000000001
1800.0,5.910750000000001
1833.3333333333333,5.910750000000001
1866.6666666666667,5.910750000000001
1900.0,5.910750000000001
1933.3333333333333,5.910750000000001
1966.6666666666665,5.910750000000001
2000.0,5.910750000000001
2033.3333333333333,5.910750000000001
2066.6666666666665,5.910750000000001
2100.0,5.910750000000001
2133.3333333333335,5.910750000000001
2166.6666666666665,5.910750000000001
2200.0,5.910750000000001
2233.3333333333335,5.910750000000001
2266.6666666666665,5.910750000000001
2300.0,5.910750000000001
2333.3333333333335,5.910750000000001
2366.6666666666665,5.910750000000001
2400.0,5.910750000000001
2433.333333333333,5.910750000000001
2466.666666666667,5.910750000000001
2500.0,5.910750000000001
2533.333333333333,5.910750000000001
2566.6666666666665,5.910750000000001
2600.0,5.910750000000001
2633.3333333333335,5.910750000000001
2666.6666666666665,5.910750000000001
2700.0,5.910750000000001
2733.3333333333335,5.910750000000001
2766.6666666666665,5.910750000000001
2800.0,5.910750000000001
2833.3333333333335,5.910750000000001
2866.6666666666665,5.910750000000001
2900.0,5.910750000000001
2933.333333333333,5.910750000000001
2966.666666666667,5.910750000000001
3000.0,5.910750000000001
3033.333333333333,5.910750000000001
3066.6666666666665,5.910750000000001
3100.0,5.910750000000001
3133.3333333333335,5.910750000000001
3166.6666666666665,5.910750000000001
3200.0,5.910750000000001
3233.3333333333335,5.910750000000001
3266.6666666666665,5.910750000000001
3300.0,5.910750000000001
